0,25,100
1,25,100
2,25,100
3,25,100
4,25,100
5,25,100
6,25,100
7,25,100
8,25,100
9,25,100
10,25,100
11,25,100
12,25,100
13,25,100
14,25,100
15,25,100
16,25,100
17,25,100
18,25,100
19,25,100
20,25,100
21,25,100
22,25,100
23,25,100
24,25,100
25,25,100
26,25,100
27,25,100
28,25,100
29,25,100
30,25,100
31,25,100
32,25,100
33,25,100
34,25,100
35,25,100
36,25,100
37,25,100
38,25,100
39,25,100
40,25,100
41,25,100
42,25,100
43,25,100
44,25,100
45,25,100
46,25,100
47,25,100
48,25,100
49,25,100
50,25,100
51,25,100
52,25,100
53,25,100
54,25,100
55,25,100
56,25,100
57,25,100
58,25,100
59,25,100
60,25,100
61,25,100
62,25,100
63,25,100
64,25,100
65,25,100
66,25,100
67,25,100
68,25,100
69,25,100
70,25,100
71,25,100
72,25,100
73,25,100
74,25,100
75,25,100
76,25,100
77,25,100
78,25,100
79,25,100
80,25,100
81,25,100
82,25,100
83,25,100
84,25,100
85,25,100
86,25,100
87,25,100
88,25,100
89,25,100
90,25,100
91,25,100
92,25,100
93,25,100
94,25,100
95,25,100
96,25,100
97,25,100
98,25,100
99,25,100
100,25,100
101,25,100
102,25,100
103,25,100
104,25,100
105,25,100
106,25,100
107,25,100
108,25,100
109,25,100
110,25,100
111,25,100
112,25,100
113,25,100
114,25,100
115,25,100
116,25,100
117,25,100
118,25,100
119,25,100
120,25,100
121,25,100
122,25,100
123,25,100
124,25,100
125,25,100
126,25,100
127,25,100
128,25,100
129,25,100
130,25,100
131,25,100
132,25,100
133,25,100
134,25,100
135,25,100
136,25,100
137,25,100
138,25,100
139,25,100
140,25,100
141,25,100
142,25,100
143,25,100
144,25,100
145,25,100
146,25,100
147,25,100
148,25,100
149,25,100
150,25,100
151,25,100
152,25,100
153,25,100
154,25,100
155,25,100
156,25,100
157,25,100
158,25,100
159,25,100
160,25,100
161,25,100
162,25,100
163,25,100
164,25,100
165,25,100
166,25,100
167,25,100
168,25,100
169,25,100
170,25,100
171,25,100
172,25,100
173,25,100
174,25,100
175,25,100
176,25,100
177,25,100
178,25,100
179,25,100
180,25,100
181,25,100
